City,District,Location,BHK,Bathrooms,Floors,Area_Anna,Road_Width_Ft,Price_NPR
Kathmandu,Kathmandu,Machhapokhari,14.0,15.0,5.5,6.3,20.0,48500000.0
Lalitpur,Lalitpur,Sanagaun,5.0,5.0,3.0,4.1,14.5,30500000.0
Kathmandu,Kathmandu,Chyasindol,5.0,4.0,2.5,4.0,13.0,27000000.0
Kathmandu,Kathmandu,Dallu,6.0,5.0,4.5,3.2,20.0,45000000.0
Kathmandu,Kathmandu,Budhanilkantha,6.0,6.0,2.5,5.0,15.0,52000000.0
Kathmandu,Kathmandu,Budhanilkantha,4.0,6.0,2.5,5.0,13.0,48000000.0
Kathmandu,Kathmandu,Dhumbarahi,7.0,7.0,4.5,6.1,36.0,69000000.0
Kathmandu,Kathmandu,Budhanilkantha,5.0,6.0,2.5,18.0,15.0,165000000.0
Lalitpur,Lalitpur,Nakhudole,3.0,4.0,2.5,3.3,18.0,29000000.0
Lalitpur,Lalitpur,Bhaisepati,5.0,5.0,2.5,5.2,15.5,38000000.0
Kathmandu,Kathmandu,Koteshwor,6.0,5.0,4.5,4.0,26.0,45000000.0
Lalitpur,Lalitpur,Bhaisepati,5.0,5.0,2.5,5.2,18.0,38000000.0
Kathmandu,Kathmandu,Budhanilkantha,4.0,4.0,2.5,8.2,13.0,55000000.0
Lalitpur,Lalitpur,Bhaisepati,6.0,6.0,2.5,3.0,20.0,36000000.0
Kathmandu,Kathmandu,Anamnagar,6.0,5.0,3.5,3.3,11.0,42500000.0
Kathmandu,Kathmandu,Bhangal,5.0,4.0,2.5,5.0,13.0,33500000.0
Kathmandu,Kathmandu,Phutung,5.0,3.0,3.0,4.2,18.0,26000000.0
Lalitpur,Lalitpur,Bhaisepati,6.0,5.0,2.5,3.2,20.0,29500000.0
Kathmandu,Kathmandu,Narayanthan,6.0,3.0,2.5,7.0,18.0,65000000.0
Lalitpur,Lalitpur,Nakkhu,4.0,4.0,2.5,5.1,12.5,38000000.0
Kathmandu,Kathmandu,Aakasedhara,5.0,3.0,2.5,5.0,20.0,45000000.0
Kathmandu,Kathmandu,Gokarna,2.0,1.0,1.0,3.1,12.0,13000000.0
Lalitpur,Lalitpur,Hattiban,4.0,6.0,2.5,10.2,15.0,75000000.0
Kathmandu,Kathmandu,Kapan,4.0,4.0,2.5,2.2,12.0,15500000.0
Kathmandu,Kathmandu,Banasthali,6.0,3.0,2.5,13.2,20.0,70000000.0
Kathmandu,Kathmandu,Baluwakhani,7.0,4.0,3.0,5.0,13.0,38000000.0
Kathmandu,Kathmandu,Bhangal,4.0,4.0,2.5,4.0,13.0,29000000.0
Kathmandu,Kathmandu,Mandikhatar,4.0,4.0,2.5,3.2,32.0,27500000.0
Lalitpur,Lalitpur,Sunakothi,2.0,1.0,1.0,6.0,13.0,16000000.0
Bhaktapur,Bhaktapur,Chhaling,2.0,1.0,1.0,4.0,16.0,9500000.0
Lalitpur,Lalitpur,Sunakothi,3.0,2.0,1.5,4.2,8.0,12500000.0
Kathmandu,Kathmandu,Panga,14.0,4.0,3.5,5.2,12.0,35000000.0
Kathmandu,Kathmandu,Mandikhatar,6.0,4.0,2.5,9.0,15.0,75000000.0
Kathmandu,Kathmandu,Golfutar,5.0,4.0,2.5,9.0,15.0,80000000.0
Kathmandu,Kathmandu,Thankot,5.0,4.0,2.5,3.3,13.0,16000000.0
Kathmandu,Kathmandu,Budhanilkantha,6.0,4.0,2.5,5.0,16.5,36000000.0
Kathmandu,Kathmandu,Jyotinagar,7.0,4.0,2.5,3.2,13.0,22500000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,3.0,2.5,5.1,15.0,38000000.0
Kathmandu,Kathmandu,Machhegaun,7.0,3.0,2.5,3.1,13.0,10500000.0
Kathmandu,Kathmandu,Sundarbasti,6.0,4.0,2.5,4.0,18.0,27500000.0
Kathmandu,Kathmandu,Thulobharyang,4.0,3.0,2.5,3.1,14.0,25000000.0
Lalitpur,Lalitpur,Chyasal,7.0,4.0,3.0,3.0,13.0,22500000.0
Lalitpur,Lalitpur,Hattiban,4.0,5.0,2.5,3.3,15.0,46000000.0
Kathmandu,Kathmandu,Kavresthali,5.0,2.0,2.5,3.1,13.0,18500000.0
Lalitpur,Lalitpur,Imadol,5.0,4.0,2.5,3.1,16.0,22500000.0
Kathmandu,Kathmandu,Budhanilkantha,6.0,5.0,2.5,4.0,14.0,32500000.0
Lalitpur,Lalitpur,Hattiban,5.0,4.0,3.0,3.1,20.0,16000000.0
Kathmandu,Kathmandu,Naya Basti,5.0,3.0,3.5,3.3,12.0,25000000.0
Kathmandu,Kathmandu,Kalanki,8.0,5.0,3.5,6.3,20.0,45000000.0
Lalitpur,Lalitpur,Taukhel,5.0,5.0,2.0,4.2,13.0,35000000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,4.0,2.5,3.2,20.0,26500000.0
Kaski,Kaski,Gagangauda,6.0,2.0,2.5,10.0,15.0,23500000.0
Kathmandu,Kathmandu,Kapan,6.0,5.0,2.5,3.3,12.0,24000000.0
Lalitpur,Lalitpur,Bhaisepati,6.0,5.0,2.5,4.0,16.0,37000000.0
Kathmandu,Kathmandu,New Road,13.0,5.5,6.0,3.1,18.0,250000000.0
Bhaktapur,Bhaktapur,Balkot,4.0,4.0,3.5,6.0,10.0,42500000.0
Kathmandu,Kathmandu,Mulpani,5.0,4.0,2.5,4.0,20.0,31500000.0
Lalitpur,Lalitpur,Nakhudole,3.0,4.0,2.5,4.0,10.0,27500000.0
Kathmandu,Kathmandu,Basundhara,7.0,5.0,2.5,6.0,14.0,47500000.0
Other,Other,Undefined,6.0,4.0,2.5,3.3,13.0,18500000.0
Lalitpur,Lalitpur,Tikathali,5.5,4.0,2.5,3.0,13.0,19000000.0
Lalitpur,Lalitpur,Khumaltar,4.0,5.0,2.5,6.5,15.0,70000000.0
Lalitpur,Lalitpur,Tikathali,5.5,4.0,2.5,2.3,13.0,18500000.0
Kathmandu,Kathmandu,Kalikasthan,8.0,8.0,5.5,4.0,15.0,60000000.0
Lalitpur,Lalitpur,Sainbu,4.0,5.0,3.0,3.2,15.0,35000000.0
Kathmandu,Kathmandu,Putalisadak,5.0,6.0,6.0,8.0,20.0,150000000.0
Kathmandu,Kathmandu,Bansbari,5.0,5.0,2.5,10.2,15.0,62000000.0
Kathmandu,Kathmandu,Bhairabchaur,4.0,3.0,2.5,4.0,12.0,25000000.0
Kathmandu,Kathmandu,Padma Colony,3.0,2.0,3.0,5.0,10.0,20000000.0
Kathmandu,Kathmandu,Dallu,5.5,5.0,4.5,9.0,12.0,70000000.0
Kathmandu,Kathmandu,Buddha Colony,5.0,4.0,2.5,5.0,13.0,36000000.0
Kathmandu,Kathmandu,Mahadevtar,6.0,5.0,2.5,10.2,20.0,46500000.0
Kathmandu,Kathmandu,Budhanilkantha,5.0,5.0,2.5,16.0,13.0,69000000.0
Kathmandu,Kathmandu,Bhangal,3.0,5.0,2.5,5.0,13.0,34000000.0
Kathmandu,Kathmandu,Mandikhatar,6.0,5.0,3.5,4.2,13.0,35000000.0
Kathmandu,Kathmandu,Dhungedhara,4.0,5.0,2.5,9.2,20.0,65000000.0
Kathmandu,Kathmandu,Thapagaun,5.0,3.0,2.5,16.0,12.0,6500000.0
Kathmandu,Kathmandu,Kapan,6.0,3.0,2.5,4.2,12.0,37500000.0
Kathmandu,Kathmandu,Thankot,4.0,4.0,2.0,3.0,13.0,12500000.0
Kathmandu,Kathmandu,Gaushala,11.0,2.0,3.0,7.2,13.0,62000000.0
Kathmandu,Kathmandu,Mahadevtar,6.0,3.0,2.5,10.1,20.0,46500000.0
Kathmandu,Kathmandu,Maharajgunj,12.0,4.0,4.5,5.0,12.0,41000000.0
Lalitpur,Lalitpur,Hattiban,8.0,4.0,3.5,3.2,13.0,34000000.0
Kathmandu,Kathmandu,Budhanilkantha,5.0,5.0,2.5,4.2,13.0,28500000.0
Kathmandu,Kathmandu,Sitapaila,5.0,3.0,2.5,4.0,13.0,18500000.0
Kathmandu,Kathmandu,Mid Baneshwor,3.0,2.0,2.5,16.0,12.0,100000000.0
Kathmandu,Kathmandu,Teku,7.0,4.0,3.5,8.1,10.0,77500000.0
Kathmandu,Kathmandu,Hattigaunda,4.0,5.0,2.0,11.0,16.0,3400000.0
Kathmandu,Kathmandu,Bhutkhel,7.0,3.0,3.0,4.0,20.0,26700000.0
Kathmandu,Kathmandu,Khadka Gaun,5.0,3.0,2.5,3.0,13.0,21900000.0
Kathmandu,Kathmandu,Syuchatar,6.0,3.0,2.5,3.0,13.0,22500000.0
Kathmandu,Kathmandu,Goldhunga,2.0,1.0,1.0,3.0,16.0,13000000.0
Kathmandu,Kathmandu,Bouddha,6.0,4.0,2.5,4.0,18.0,29500000.0
Bhaktapur,Bhaktapur,Sano Thimi,5.0,3.0,3.5,3.2,16.0,21500000.0
Kathmandu,Kathmandu,Dhumbarahi,4.0,4.0,2.5,10.0,17.5,95000000.0
Kathmandu,Kathmandu,Satungal,6.0,4.0,2.5,3.2,13.0,18500000.0
Kathmandu,Kathmandu,Gurjudhara,5.0,3.0,2.5,2.5,13.0,16500000.0
Kathmandu,Kathmandu,Naikap,4.0,4.0,2.5,3.1,13.0,21000000.0
Kathmandu,Kathmandu,Dhungeadda,5.0,4.0,2.5,3.5,13.0,33000000.0
Kathmandu,Kathmandu,Grande Hospital,5.0,6.0,2.5,8.2,18.0,70000000.0
Kathmandu,Kathmandu,Golfutar,6.0,3.0,2.5,5.1,12.0,29500000.0
Kathmandu,Kathmandu,Sukedhara,4.0,4.0,2.5,4.0,12.0,30000000.0
Kathmandu,Kathmandu,Chandol,5.0,3.0,2.5,9.0,26.0,90000000.0
Bhaktapur,Bhaktapur,Gatthaghar,5.0,5.0,3.5,4.0,13.0,30000000.0
Kathmandu,Kathmandu,Pasikot,5.0,4.0,2.5,5.0,13.0,36000000.0
Lalitpur,Lalitpur,Bhaisepati,7.0,8.0,3.5,5.3,16.0,49500000.0
Kathmandu,Kathmandu,Koteshwor,7.0,4.0,3.5,9.2,20.0,60000000.0
Kathmandu,Kathmandu,Jyotinagar,5.0,4.0,2.5,4.1,16.0,28800000.0
Kathmandu,Kathmandu,Panitanki,8.0,7.0,3.5,4.0,14.0,37000000.0
Kathmandu,Kathmandu,Bhangal,5.0,4.0,2.5,3.2,13.0,21000000.0
Kathmandu,Kathmandu,Baluwakhani,5.5,4.0,2.5,5.0,14.0,33500000.0
Kathmandu,Kathmandu,Nikhileshwor,5.0,4.0,2.5,3.2,16.0,24000000.0
Kathmandu,Kathmandu,Gurjudhara,5.0,3.0,2.5,6.0,10.0,29000000.0
Kathmandu,Kathmandu,Naikap,2.0,1.0,1.0,3.1,32.0,8500000.0
Kathmandu,Kathmandu,Baniyatar,4.0,4.0,2.5,3.0,12.0,19500000.0
Kathmandu,Kathmandu,Paiyuntar,2.0,1.0,1.0,3.2,13.0,13500000.0
Kathmandu,Kathmandu,Padamsal,5.0,4.0,3.0,3.2,13.0,24000000.0
Lalitpur,Lalitpur,Imadol,3.0,3.0,2.0,2.2,13.0,17000000.0
Kathmandu,Kathmandu,Khichapokhari,7.0,4.0,4.0,5.3,10.0,35500000.0
Kathmandu,Kathmandu,Paiyatar,11.0,3.0,2.5,3.0,13.0,17500000.0
Kathmandu,Kathmandu,Bouddha,8.0,6.0,4.0,9.2,11.0,67500000.0
Kathmandu,Kathmandu,Putalisadak,5.0,7.0,5.5,1.2,10.0,44000000.0
Kathmandu,Kathmandu,Maharajgunj,6.0,8.0,3.0,8.1,14.0,75000000.0
Lalitpur,Lalitpur,Lubhu,4.0,3.0,2.5,3.0,20.0,29000000.0
Kathmandu,Kathmandu,Bhangal,4.0,4.0,2.5,3.0,13.0,17500000.0
Kathmandu,Kathmandu,Bhangal,4.0,5.0,2.5,3.2,20.0,21000000.0
Kathmandu,Kathmandu,Jyotinagar,4.0,4.0,2.5,5.3,13.0,33500000.0
Kathmandu,Kathmandu,Dhapasi,5.0,3.0,2.5,3.0,12.0,19500000.0
Lalitpur,Lalitpur,Hattiban,5.0,4.0,3.0,5.5,16.0,50000000.0
Lalitpur,Lalitpur,Nakhipot,6.0,6.0,3.0,8.2,15.0,60000000.0
Kathmandu,Kathmandu,Megha City,5.0,5.0,3.5,3.2,13.0,29900000.000000004
Kathmandu,Kathmandu,Sitapaila,5.0,3.0,2.5,3.0,11.0,20000000.0
Lalitpur,Lalitpur,Setipakha,5.0,3.0,2.5,4.1,12.0,22500000.0
Kathmandu,Kathmandu,Jarankhu,5.0,3.0,2.5,16.0,12.0,65000000.0
Kathmandu,Kathmandu,Bouddha,6.5,3.5,4.0,11.0,12.0,200000000.0
Kathmandu,Kathmandu,Pasikot,5.0,2.0,2.5,4.0,20.0,24000000.0
Kathmandu,Kathmandu,Jaya Bageshwori,5.0,5.0,3.0,4.0,18.0,38500000.0
Bhaktapur,Bhaktapur,Sallaghari,4.0,4.0,2.5,6.1,20.0,37500000.0
Kathmandu,Kathmandu,Golfutar,4.0,3.0,2.5,9.0,12.0,110000000.0
Kathmandu,Kathmandu,Dhungedhara,5.0,3.0,2.5,6.0,13.0,55000000.0
Kathmandu,Kathmandu,Raniban,5.0,3.0,2.5,32.0,18.0,3500000.0
Kathmandu,Kathmandu,Kapan,6.0,4.0,4.0,3.0,10.0,25000000.0
Kathmandu,Kathmandu,Dhaneshwor,2.0,1.0,1.0,3.0,13.0,13500000.0
Dang,Dang,Tulsipur,2.0,2.0,1.0,0.8,20.0,8000000.0
Kathmandu,Kathmandu,Bafal,3.0,4.0,2.5,9.2,13.0,70000000.0
Kathmandu,Kathmandu,Baluwatar,3.0,5.0,5.0,3.1,14.0,40000000.0
Bhaktapur,Bhaktapur,Srijananagar,7.0,3.0,3.0,3.2,20.0,22500000.0
Kathmandu,Kathmandu,Baniyatar,5.0,3.5,2.5,7.0,15.0,65000000.0
Lalitpur,Lalitpur,Bagdol,4.0,4.0,2.5,5.0,15.0,29000000.0
Kathmandu,Kathmandu,Baluwakhani,5.0,4.0,2.5,4.2,15.0,26000000.0
Kathmandu,Kathmandu,Ekatabasti,3.0,3.0,2.5,5.3,13.0,33000000.0
Kathmandu,Kathmandu,Mandikhatar,6.0,5.0,2.5,3.0,13.0,21000000.0
Kathmandu,Kathmandu,Bhangal,4.0,4.0,2.5,4.0,16.0,23500000.0
Kathmandu,Kathmandu,Kapan,2.0,1.0,1.0,3.0,10.0,11200000.000000002
Kathmandu,Kathmandu,Bhangal,2.0,1.0,1.0,3.2,13.0,13500000.0
Kathmandu,Kathmandu,Sukedhara,4.0,4.0,2.5,2.2,13.0,17000000.0
Lalitpur,Lalitpur,Lubhu,5.0,3.0,2.5,3.1,11.0,15000000.0
Kathmandu,Kathmandu,Ram Mandir,5.0,4.0,4.0,3.5,26.0,37500000.0
Bhaktapur,Bhaktapur,Sano Thimi,6.0,6.0,4.0,8.0,20.0,50000000.0
Kathmandu,Kathmandu,Chapali,6.0,8.0,2.5,5.0,18.0,39000000.0
Kathmandu,Kathmandu,Aakasedhara,5.0,3.0,2.5,4.0,10.0,19000000.0
Kathmandu,Kathmandu,Paiyatar,6.0,4.0,2.5,4.2,12.0,22000000.0
Kathmandu,Kathmandu,Ganesh Chowk,4.0,4.0,2.5,4.2,13.0,32500000.0
Kathmandu,Kathmandu,Naya Basti,7.0,5.0,3.0,5.0,10.0,28000000.0
Kathmandu,Kathmandu,Thankot,4.0,4.0,2.5,4.0,13.0,16500000.0
Lalitpur,Lalitpur,Hattiban,2.0,2.0,1.0,9.0,20.0,38000000.0
Lalitpur,Lalitpur,Hattiban,3.0,3.0,2.5,3.2,20.0,32500000.0
Kathmandu,Kathmandu,Gaurighat,9.0,7.0,5.0,7.0,10.0,60000000.0
Kathmandu,Kathmandu,Lolang,6.0,3.0,2.0,3.0,18.0,15500000.0
Kathmandu,Kathmandu,Goldhunga,5.0,4.0,2.0,3.0,13.0,15000000.0
Kathmandu,Kathmandu,Pasikot,3.0,3.0,2.0,12.0,12.0,75000000.0
Kathmandu,Kathmandu,Pasikot,6.0,5.0,3.5,9.0,16.0,60000000.0
Kathmandu,Kathmandu,Koteshwor,6.0,4.0,2.5,2.2,12.0,27500000.0
Kathmandu,Kathmandu,Bhangal,5.0,4.0,2.5,4.1,13.0,22000000.0
Kathmandu,Kathmandu,Sai Baba Chowk,6.0,3.0,2.5,4.0,13.0,25000000.0
Kathmandu,Kathmandu,Greenland Chowk,7.0,4.0,2.5,9.0,10.0,45000000.0
Lalitpur,Lalitpur,Bajrabarahi,5.0,4.0,2.5,2.3,20.0,5300000.0
Kathmandu,Kathmandu,Sundarbasti,6.0,3.0,2.5,3.2,12.0,20000000.0
Lalitpur,Lalitpur,Imadol,5.0,4.0,2.5,3.0,20.0,21000000.0
Kathmandu,Kathmandu,Chapali,5.0,4.0,2.5,5.0,12.0,44000000.0
Lalitpur,Lalitpur,Bhaisepati,3.0,3.0,2.5,4.0,16.0,40000000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,4.0,2.5,5.0,15.0,36000000.0
Bhaktapur,Bhaktapur,Katunje,7.0,4.0,4.0,4.0,14.0,25000000.0
Lalitpur,Lalitpur,Imadol,4.0,3.0,2.5,2.3,13.0,18000000.0
Kathmandu,Kathmandu,Saraswotinagar,4.0,4.0,2.5,7.0,13.0,40000000.0
Lalitpur,Lalitpur,Imadol,6.0,4.0,2.5,3.2,16.0,23500000.0
Kathmandu,Kathmandu,Banasthali,4.0,5.0,2.5,11.0,20.0,70000000.0
Kathmandu,Kathmandu,Bhimsengola,4.0,4.0,2.5,7.2,16.0,65000000.0
Kathmandu,Kathmandu,Special Chowk,5.0,3.0,2.5,10.0,12.0,62500000.0
Kathmandu,Kathmandu,Chandol,4.0,3.0,2.5,4.0,16.0,34000000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,5.0,2.5,3.2,13.0,24500000.0
Lalitpur,Lalitpur,Hattiban,8.0,3.0,2.5,6.1,15.0,26000000.0
Kathmandu,Kathmandu,Kadaghari,6.0,3.0,2.5,3.0,13.0,24000000.0
Kathmandu,Kathmandu,Machhapokhari,6.0,3.0,2.5,7.0,12.0,49000000.0
Kathmandu,Kathmandu,Bhangal,5.0,3.0,2.5,3.1,13.0,18500000.0
Kathmandu,Kathmandu,Sundarbasti,5.0,5.0,2.5,3.1,13.0,20000000.0
Lalitpur,Lalitpur,Dhobighat,5.0,4.0,3.0,3.0,17.0,35000000.0
Bhaktapur,Bhaktapur,Sipadol,5.0,3.0,2.5,4.1,13.0,22000000.0
Kathmandu,Kathmandu,Bansbari,6.0,3.0,2.5,7.2,20.0,52000000.0
Lalitpur,Lalitpur,Kupandole,9.0,4.0,3.5,17.2,9.0,80000000.0
Kathmandu,Kathmandu,Kalopool,2.0,2.0,1.0,9.1,40.0,60000000.0
Bhaktapur,Bhaktapur,Tathali,8.0,3.0,3.0,4.2,12.5,19000000.0
Kathmandu,Kathmandu,Bhatkepati,4.0,4.0,2.5,6.0,20.0,25000000.0
Bhaktapur,Bhaktapur,Dadhikot,12.0,4.0,3.5,4.0,20.0,25000000.0
Kathmandu,Kathmandu,Dhungeadda,7.0,4.0,2.5,4.1,13.0,29800000.0
Lalitpur,Lalitpur,Kusunti,4.0,4.0,2.5,4.3,20.0,31000000.0
Kathmandu,Kathmandu,Chabahil,8.0,6.0,3.0,4.2,20.0,32000000.0
Kathmandu,Kathmandu,Sitapaila,4.0,4.0,2.5,3.2,20.0,27000000.0
Bhaktapur,Bhaktapur,Radhe Radhe,4.0,4.0,2.5,4.3,20.0,27000000.0
Lalitpur,Lalitpur,Imadol,6.0,4.0,3.5,4.0,13.0,23000000.0
Kathmandu,Kathmandu,Chhauni,2.0,2.0,1.0,5.0,13.0,5500000.0
Kathmandu,Kathmandu,Pasikot,4.0,4.0,2.5,5.0,15.0,38000000.0
Lalitpur,Lalitpur,Nakkhu,3.0,3.0,2.5,3.0,13.0,23000000.0
Kathmandu,Kathmandu,Golfutar,3.0,1.0,1.0,4.0,13.0,16000000.0
Lalitpur,Lalitpur,Nakkhu,4.0,4.0,2.5,4.0,14.0,30000000.0
Kathmandu,Kathmandu,Jarankhu,5.0,3.0,2.5,16.0,12.0,65000000.0
Kathmandu,Kathmandu,Sundarbasti,4.0,2.0,2.5,4.0,12.0,25000000.0
Kathmandu,Kathmandu,Basundhara,4.0,4.0,6.0,7.1,17.0,150000000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,5.0,2.5,5.0,12.5,42500000.0
Lalitpur,Lalitpur,Kusunti,5.0,3.0,2.5,4.0,15.0,27500000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,4.0,2.5,5.0,13.0,36000000.0
Lalitpur,Lalitpur,Nakkhu,3.0,3.0,2.5,3.0,13.0,23000000.0
Lalitpur,Lalitpur,Dhapakhel,7.0,5.0,2.5,4.0,20.0,29000000.0
Kathmandu,Kathmandu,Thankot,4.0,4.0,2.5,3.2,13.0,13500000.0
Lalitpur,Lalitpur,Imadol,7.0,3.0,2.5,5.2,13.0,25000000.0
Kathmandu,Kathmandu,Samakhusi,10.0,4.0,3.5,6.1,15.0,34000000.0
Kathmandu,Kathmandu,Sukedhara,10.0,3.0,4.0,3.1,25.0,28000000.0
Lalitpur,Lalitpur,Imadol,6.0,4.0,2.5,5.3,16.0,29500000.0
Lalitpur,Lalitpur,Bhaisepati,5.0,3.0,2.5,5.0,13.0,33500000.0
Kathmandu,Kathmandu,Ganesh Chowk,5.0,5.0,2.5,4.0,12.0,22500000.0
Kathmandu,Kathmandu,Dhapasi,5.0,4.0,2.5,4.0,13.0,37500000.0
Kathmandu,Kathmandu,Sukedhara,5.0,3.0,2.5,6.2,12.0,45000000.0
Lalitpur,Lalitpur,Lubhu,5.0,3.0,2.5,3.2,14.0,19500000.0
Bhaktapur,Bhaktapur,Sallaghari,6.0,3.0,2.5,4.0,13.0,25000000.0
Kathmandu,Kathmandu,Srijana Chowk,5.0,3.0,2.5,3.3,8.0,16000000.0
Kathmandu,Kathmandu,Dhungedhara,5.0,6.0,2.5,4.0,13.0,27500000.0
Kathmandu,Kathmandu,Sukedhara,5.0,3.0,2.5,2.3,13.0,16000000.0
Kathmandu,Kathmandu,Kapan,6.0,4.0,1.0,3.0,15.0,11800000.0
Kathmandu,Kathmandu,Mulpani,5.0,3.0,2.5,3.0,8.0,14000000.0
Kathmandu,Kathmandu,Maharajgunj,5.0,6.0,2.5,7.0,15.0,60000000.0
Kathmandu,Kathmandu,Mandikhatar,4.0,5.0,2.5,9.2,15.0,57500000.0
Kathmandu,Kathmandu,Sukedhara,5.0,3.0,2.5,4.0,13.0,27000000.0
Kathmandu,Kathmandu,Dahachowk,4.0,3.0,2.5,2.4,18.0,18000000.0
Kathmandu,Kathmandu,Kapan,6.0,4.0,2.5,5.0,13.0,31000000.0
Lalitpur,Lalitpur,Bhaisepati,5.0,4.0,2.5,5.2,19.0,57500000.0
Lalitpur,Lalitpur,Thecho,7.0,5.0,3.5,5.3,12.0,27500000.0
Lalitpur,Lalitpur,Nakhipot,4.0,4.0,2.5,3.1,15.0,23500000.0
Kathmandu,Kathmandu,Tokha,3.0,3.5,2.5,4.0,22.0,32500000.0
Kathmandu,Kathmandu,Sitapaila,5.0,3.0,2.5,3.2,13.0,21500000.0
Kathmandu,Kathmandu,Sukedhara,5.0,3.0,2.5,5.2,14.0,40000000.0
Kathmandu,Kathmandu,Dhapasi,5.0,5.0,3.0,4.0,28.0,30000000.0
Kathmandu,Kathmandu,Deuwa Chowk,4.0,5.0,2.5,6.0,15.0,47000000.0
Kathmandu,Kathmandu,Shankhamul,12.0,6.0,5.5,3.0,12.0,51000000.0
Bhaktapur,Bhaktapur,Kamalbinayak,9.0,6.0,4.5,4.2,13.0,39900000.0
Kathmandu,Kathmandu,Mahadevtar,14.0,7.0,3.5,7.2,12.0,42500000.0
Lalitpur,Lalitpur,Khumaltar,4.0,5.0,2.5,5.0,13.0,28500000.0
Kathmandu,Kathmandu,Rudreshwor,5.0,5.0,2.5,5.1,16.0,26000000.0
Kathmandu,Kathmandu,Ram Mandir,6.0,4.0,2.5,5.0,16.0,28500000.0
Kathmandu,Kathmandu,Bagbazar,4.0,4.0,5.0,2.0,20.0,26000000.0
Kathmandu,Kathmandu,Khusibu,6.0,3.0,2.5,2.2,13.0,22500000.0
Kathmandu,Kathmandu,Chhauni,4.0,3.0,2.5,4.2,14.0,31000000.0
Kathmandu,Kathmandu,Chhauni,5.0,5.0,2.5,12.2,12.0,85000000.0
Lalitpur,Lalitpur,Setipakha,5.0,3.0,2.5,4.1,12.0,22500000.0
Kathmandu,Kathmandu,Gurjudhara,4.0,4.0,2.5,3.0,13.0,15500000.0
Kathmandu,Kathmandu,Hattigaunda,5.0,5.0,2.5,4.0,15.0,32500000.0
Kathmandu,Kathmandu,Budhanilkantha,6.0,8.0,3.5,12.0,13.0,100000000.0
Kathmandu,Kathmandu,Tinkune,6.0,4.0,2.5,4.2,16.0,45000000.0
Kathmandu,Kathmandu,Kirtipur,6.0,4.0,3.0,10.0,15.0,28500000.0
Lalitpur,Lalitpur,Sanepa,6.0,6.0,2.5,8.0,10.0,68000000.0
Kathmandu,Kathmandu,Ekatabasti,4.0,4.0,2.5,4.1,16.0,29700000.000000004
Kathmandu,Kathmandu,Dhungeadda,5.0,6.0,2.5,16.0,12.0,72500000.0
Lalitpur,Lalitpur,Hattiban,6.0,6.0,3.0,4.1,13.0,28700000.0
Kathmandu,Kathmandu,Basundhara,7.0,6.0,3.5,12.0,20.0,92000000.0
Kathmandu,Kathmandu,Bhangal,5.0,4.0,2.5,8.2,13.0,69000000.0
Kathmandu,Kathmandu,Sundarbasti,6.0,4.0,2.5,2.3,30.0,15800000.0
Kathmandu,Kathmandu,Bhangal,5.0,4.0,2.5,5.0,12.0,29800000.0
Kathmandu,Kathmandu,Ganesh Chowk,4.0,4.0,2.5,4.0,15.0,32000000.0
Kathmandu,Kathmandu,Grande Villa,3.0,2.0,2.0,3.1,21.0,24500000.0
Kathmandu,Kathmandu,Ganesh Chowk,5.0,5.0,2.5,5.0,13.0,35000000.0
Kathmandu,Kathmandu,Budhanilkantha,4.0,7.0,2.5,7.0,15.0,59000000.0
Lalitpur,Lalitpur,Nakkhu,4.0,4.0,2.5,4.1,15.0,33000000.0
Lalitpur,Lalitpur,Kusunti,5.0,3.0,2.5,4.0,15.0,27000000.0
Lalitpur,Lalitpur,Kusunti,4.0,3.0,2.5,3.2,15.0,24000000.0
Kathmandu,Kathmandu,Baluwakhani,5.5,4.0,2.5,3.2,15.0,23500000.0
Kathmandu,Kathmandu,Sukedhara,5.0,3.0,2.5,5.0,13.0,35000000.0
Kathmandu,Kathmandu,Mulpani,8.0,6.0,3.0,4.2,12.0,29500000.0
Kathmandu,Kathmandu,Gorkarneshwor,8.0,4.0,4.5,4.0,11.0,27000000.0
Kathmandu,Kathmandu,Golfutar,6.0,4.0,2.5,4.0,18.0,28000000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,4.0,2.5,3.1,18.0,19900000.0
Kathmandu,Kathmandu,Syuchatar,4.0,3.0,2.5,5.0,16.0,25000000.0
Kathmandu,Kathmandu,Ganesh Chowk,5.0,5.0,2.5,5.0,13.0,35000000.0
Kathmandu,Kathmandu,Ganesh Chowk,5.0,5.0,2.5,4.2,15.0,32000000.0
Kathmandu,Kathmandu,Manabahadur Marga,3.0,4.0,2.5,3.2,15.0,23000000.0
Kathmandu,Kathmandu,Narayanthan,4.0,5.0,2.5,7.2,13.0,55000000.0
Kathmandu,Kathmandu,Narayanthan,5.0,5.0,2.5,4.0,13.0,35000000.0
Lalitpur,Lalitpur,Nakkhu,4.0,5.0,2.5,3.0,20.0,23500000.0
